"order_id","customer_id","timestamp","sku_code","quantity","zip_code","order_fulfilled"
"1abddeda-f8d4-42f8-8171-ab49483fc200","1d53446c-efbb-11eb-a231-8c8590a11b57","2021-07-04 20:31:02","0541199867987",1,"21820",False
"700dac88-07a5-46fe-8e7b-1ef272c5ab87","1d53660e-efbb-11eb-a231-8c8590a11b57","2021-07-18 07:15:10","7643815614975",1,"73013",True
"833f8fb9-bc7e-43d2-af19-39b1413223a0","1d5289e6-efbb-11eb-a231-8c8590a11b57","2021-07-21 05:00:05","8895798687272",1,"92850",False
"8ec2cdec-98d5-41ac-83c9-a148faa17443","1d532e96-efbb-11eb-a231-8c8590a11b57","2021-07-23 21:18:53","1006231203875",1,"40807",True
"52e99e15-b63f-4bf6-92cc-ff51092a0663","1d530998-efbb-11eb-a231-8c8590a11b57","2021-07-02 20:25:34","1961064628793",5,"84311",True
"15f22636-3163-4a7d-86be-6b22891aa36d","1d52e7a6-efbb-11eb-a231-8c8590a11b57","2021-07-03 22:30:44","4205930407851",1,"35242",False
"bc5b3d17-4b94-4253-915a-11842ddf5ba4","1d52f2be-efbb-11eb-a231-8c8590a11b57","2021-07-14 22:19:39","8327315851496",2,"29286",True
"6d34a8ce-a9a7-4d25-b70c-b41da1fce2c5","1d528d24-efbb-11eb-a231-8c8590a11b57","2021-07-12 20:20:16","4961108046610",8,"21427",True
"7f5d768e-d9ef-48d8-b012-af8ab04f7f44","1d52da68-efbb-11eb-a231-8c8590a11b57","2021-07-14 19:47:33","4626714628314",2,"04708",True
"3ef0c9d3-81f6-46c3-900c-938dd0690b13","1d5294b8-efbb-11eb-a231-8c8590a11b57","2021-07-27 02:55:12","8083136783773",9,"80008",True
"ae0d9209-b209-46ef-a67c-3d00897fabe8","1d538896-efbb-11eb-a231-8c8590a11b57","2021-07-01 07:33:52","8876767721906",4,"09176",False
"978ce416-1b7e-470d-a0dc-9a0b0801c5db","1d538288-efbb-11eb-a231-8c8590a11b57","2021-07-23 19:16:57","6180919015815",1,"07832",False
"23d85344-7d5c-4347-aab1-33c34e796e7e","1d535b6e-efbb-11eb-a231-8c8590a11b57","2021-07-05 17:44:25","6253135525106",8,"66738",False
"a48c0e8e-8881-4d0c-ac46-d65cb1b4d522","1d532248-efbb-11eb-a231-8c8590a11b57","2021-07-05 08:42:43","9110065120702",3,"29247",True
"edfd73fd-c608-48eb-b541-875471b8d85d","1d539dc2-efbb-11eb-a231-8c8590a11b57","2021-07-13 08:21:22","9857002720631",5,"76175",True
"d6dbfb9c-8d53-4b64-addf-8bc28d632477","1d536f1e-efbb-11eb-a231-8c8590a11b57","2021-06-29 01:18:25","3315520650633",1,"89197",False
"f7d8baa7-f5c4-4c63-b581-1f077e569cd4","1d529396-efbb-11eb-a231-8c8590a11b57","2021-07-22 06:48:18","6101581995601",4,"98920",True
"b5547c04-48c1-4554-a87d-3c64681a1326","1d534a20-efbb-11eb-a231-8c8590a11b57","2021-07-04 07:26:12","2914504617351",1,"80319",True
"cb9cb7c9-6bdb-4c64-b313-de00e4b2ab35","1d52aad4-efbb-11eb-a231-8c8590a11b57","2021-07-06 04:04:30","3611155426224",2,"69853",True
"bd87626c-52a4-48e5-8fd3-54aaf5cba2be","1d530330-efbb-11eb-a231-8c8590a11b57","2021-07-23 23:25:42","2288985725455",4,"04708",True
"acc29e61-52a9-478c-b1ad-594d87b6247c","1d52aa98-efbb-11eb-a231-8c8590a11b57","2021-07-08 15:48:38","2171747733297",8,"72564",True
"6c3966cd-b9d3-41de-a87d-04aa10ba7a5d","1d52af98-efbb-11eb-a231-8c8590a11b57","2021-06-29 22:31:05","2973748969084",1,"64543",False
"483d88be-a514-4382-918d-4bddb8373c89","1d52f408-efbb-11eb-a231-8c8590a11b57","2021-07-23 07:05:46","7790827231840",7,"29247",True
"40e6471c-92fc-41b9-8c6d-ea342b25bcb9","1d532b1c-efbb-11eb-a231-8c8590a11b57","2021-07-01 10:37:55","0236848557165",5,"64543",True
"1a28a67f-1357-407b-86aa-39979b557ab6","1d539246-efbb-11eb-a231-8c8590a11b57","2021-07-18 09:08:05","1753443009107",3,"80008",True
"9b1fd51d-df7f-45d5-a2a6-407c0db2feb0","1d52da68-efbb-11eb-a231-8c8590a11b57","2021-07-10 03:30:07","4350313650246",1,"84311",False
"e8b01fc4-b888-450c-bd39-3b65c78f51a9","1d52d220-efbb-11eb-a231-8c8590a11b57","2021-07-25 06:45:55","1449429659236",10,"35172",True
"07cdcc6a-9ca8-4f0c-b575-da65148500cf","1d538d28-efbb-11eb-a231-8c8590a11b57","2021-07-20 01:24:53","9876351484681",10,"84249",True
"c57dcd4b-8eca-4b59-a9b2-ff8949554fec","1d52af98-efbb-11eb-a231-8c8590a11b57","2021-07-04 17:19:32","5478129142836",3,"73013",True
"6e9b9c5a-bb61-42d0-8175-ae5bd6178da8","1d533954-efbb-11eb-a231-8c8590a11b57","2021-06-29 19:01:28","1044789856259",3,"36964",True
"41cde088-e9e7-4d82-bb56-74a3d8a13557","1d5381c0-efbb-11eb-a231-8c8590a11b57","2021-07-10 10:12:22","3211602564341",9,"04406",True
"3da1107a-3453-4e3f-8f87-3dcc67eaed54","1d53a3da-efbb-11eb-a231-8c8590a11b57","2021-07-25 06:43:15","0470952145621",1,"14872",False
"c1d58ccf-62dc-4f5b-b01b-0b9f9d299b2f","1d532202-efbb-11eb-a231-8c8590a11b57","2021-07-08 11:13:02","6291603248416",1,"21675",False
"b18e22e1-3ef2-4327-bbf8-1d2b37c2de0b","1d52b344-efbb-11eb-a231-8c8590a11b57","2021-07-21 20:33:22","3836702410383",5,"95147",True
"54c34052-864c-476a-84d4-67c1019e4b36","1d539eee-efbb-11eb-a231-8c8590a11b57","2021-07-12 19:01:26","4066504427176",2,"15163",True
"5f930d2d-e974-46c1-80de-70f1e223d751","1d52f7e6-efbb-11eb-a231-8c8590a11b57","2021-07-27 07:45:03","2368314727609",6,"98413",True
"26dc4198-8947-48c8-a8ea-473f444cdf0e","1d52cdac-efbb-11eb-a231-8c8590a11b57","2021-07-12 02:24:03","0512382825862",1,"32599",False
"7edb3cfb-85a6-4abf-b2e3-0bf1dd96ceb4","1d533666-efbb-11eb-a231-8c8590a11b57","2021-07-17 17:33:35","8058911352901",1,"08093",False
"ab58d69b-edb5-4484-bcce-2e391edef218","1d529418-efbb-11eb-a231-8c8590a11b57","2021-07-17 11:18:18","1216636515590",1,"50236",False
"8b3f9931-2d01-4995-add0-c5871c6d358b","1d52d658-efbb-11eb-a231-8c8590a11b57","2021-07-03 22:50:48","0277697499565",7,"73013",True
"4d1681b8-532f-488d-bcfe-8578fac77939","1d539160-efbb-11eb-a231-8c8590a11b57","2021-07-19 08:45:27","8501657905523",1,"38431",True
"243b2fdd-266d-489e-bea8-7d629dd1288f","1d52bb46-efbb-11eb-a231-8c8590a11b57","2021-07-12 12:00:07","7661565452715",1,"71145",False
"ab431be3-89de-41b0-af76-026800c08e44","1d530eb6-efbb-11eb-a231-8c8590a11b57","2021-07-20 22:19:51","8669432029397",10,"79005",True
