"sku_code","timestamp","inventory"
"0541199867987","2021-07-04 20:31:02",0
"7643815614975","2021-07-18 07:15:10",85
"8895798687272","2021-07-21 05:00:05",0
"1006231203875","2021-07-23 21:18:53",58
"1961064628793","2021-07-02 20:25:34",7
"4205930407851","2021-07-03 22:30:44",0
"8327315851496","2021-07-14 22:19:39",76
"4961108046610","2021-07-12 20:20:16",72
"4626714628314","2021-07-14 19:47:33",7
"8083136783773","2021-07-27 02:55:12",86
"8876767721906","2021-07-01 07:33:52",89
"6180919015815","2021-07-23 19:16:57",0
"6253135525106","2021-07-05 17:44:25",71
"9110065120702","2021-07-05 08:42:43",28
"9857002720631","2021-07-13 08:21:22",80
"3315520650633","2021-06-29 01:18:25",0
"6101581995601","2021-07-22 06:48:18",79
"2914504617351","2021-07-04 07:26:12",8
"3611155426224","2021-07-06 04:04:30",77
"2288985725455","2021-07-23 23:25:42",12
"2171747733297","2021-07-08 15:48:38",13
"2973748969084","2021-06-29 22:31:05",0
"7790827231840","2021-07-23 07:05:46",56
"0236848557165","2021-07-01 10:37:55",15
"1753443009107","2021-07-18 09:08:05",61
"4350313650246","2021-07-10 03:30:07",0
"1449429659236","2021-07-25 06:45:55",33
"9876351484681","2021-07-20 01:24:53",84
"5478129142836","2021-07-04 17:19:32",55
"1044789856259","2021-06-29 19:01:28",23
"3211602564341","2021-07-10 10:12:22",21
"0470952145621","2021-07-25 06:43:15",0
"6291603248416","2021-07-08 11:13:02",0
"3836702410383","2021-07-21 20:33:22",61
"4066504427176","2021-07-12 19:01:26",85
"2368314727609","2021-07-27 07:45:03",63
"0512382825862","2021-07-12 02:24:03",0
"8058911352901","2021-07-17 17:33:35",0
"1216636515590","2021-07-17 11:18:18",0
"0277697499565","2021-07-03 22:50:48",59
"8501657905523","2021-07-19 08:45:27",18
"7661565452715","2021-07-12 12:00:07",0
"8669432029397","2021-07-20 22:19:51",15
"1256746807154","2021-07-17 15:30:34",1
"1753443009107","2021-07-13 10:32:03",4
"3279724572309","2021-07-20 07:38:50",5
"3962712863915","2021-07-05 12:05:30",59
"1812982665707","2021-07-12 04:24:28",1
"3765991624730","2021-07-16 02:35:51",64
"9639907676998","2021-07-08 23:22:04",44
"6287334270864","2021-07-17 16:54:06",65
"0333736346693","2021-07-07 05:05:41",83
"2392312604327","2021-07-15 19:44:46",83
"6057662702890","2021-07-15 05:05:38",58
"8436241862367","2021-07-12 06:04:52",97
"6475987622028","2021-07-17 20:45:05",8
"3397401489020","2021-07-17 00:28:19",60
"2368314727609","2021-07-07 11:56:34",73
"0050455623866","2021-07-24 05:57:58",0
"9391119269213","2021-07-11 07:48:41",16
"6057662702890","2021-07-27 07:51:13",74
"6618306719850","2021-07-27 02:46:31",79
"0472927742330","2021-07-02 00:30:58",5
"0603850506410","2021-07-06 11:14:56",0
"9308705932529","2021-07-09 23:44:47",12
"2392312604327","2021-07-22 23:40:26",86
"7520471167192","2021-07-14 10:52:54",0
"2418621042756","2021-07-09 23:32:55",0
"2043397189567","2021-07-10 05:28:13",13
"4852008943461","2021-07-17 09:16:51",96
"1142625827392","2021-07-01 20:47:15",0
"6863423461995","2021-07-01 17:56:28",78
"4549180172269","2021-07-04 07:09:46",0
"2661287585758","2021-06-30 13:23:12",95
"9013806984772","2021-07-20 04:12:33",97
"6110022557940","2021-07-28 04:27:14",80
"7311219656524","2021-07-07 04:35:39",41
"4396112910938","2021-07-20 13:30:29",48
"9524364027011","2021-07-26 14:17:35",71
"8914117393486","2021-07-08 05:49:09",32
"6938011848950","2021-07-19 23:31:59",86
"1721314519512","2021-07-09 16:30:50",25
"0923271937458","2021-07-19 19:30:41",0
"9163009792510","2021-07-24 09:34:22",24
"6287334270864","2021-07-26 23:59:46",3
"7148727178336","2021-07-08 14:55:56",4
"8193466766503","2021-06-28 23:53:31",46
"3402665023740","2021-07-26 07:54:11",0
"1001676184727","2021-07-25 06:36:15",9
"6174224386494","2021-07-07 17:41:11",87
"7726257016580","2021-07-22 19:52:39",24
"2080214427037","2021-07-26 10:19:14",60
"3518638782948","2021-07-15 20:01:28",45
"1686462252233","2021-07-25 20:43:15",17
"1898471391555","2021-07-20 01:07:17",54
"7148727178336","2021-07-02 04:21:29",0
"6136749946577","2021-07-26 08:54:07",10
"2723804682750","2021-07-23 20:25:39",0
"9590010943967","2021-07-13 05:15:03",12
"4268414593327","2021-07-22 22:49:59",29
"3413899940437","2021-07-27 22:34:39",69
"0164597794527","2021-06-29 20:03:19",28
"9036289177561","2021-07-10 22:40:20",49
"8782931027074","2021-07-02 00:57:43",20
"4191380003074","2021-07-02 08:54:46",68
"4212309407770","2021-07-10 11:02:27",66
"8191485807832","2021-07-23 00:23:18",39
"2966278282747","2021-07-01 11:47:28",69
"0759579472847","2021-07-27 00:46:14",60
"3413261117801","2021-06-30 04:43:05",4
"7491624755415","2021-07-19 04:45:52",33
"8057198386388","2021-07-14 23:33:36",97
"3203093761842","2021-07-05 12:04:27",26
"8097339776715","2021-07-14 17:48:50",0
"0605664187755","2021-07-01 18:24:33",0
"5134332003790","2021-07-10 04:18:19",63
"2669300893170","2021-07-26 02:43:53",78
"3046184992615","2021-07-15 12:43:50",9
"4205930407851","2021-07-27 18:41:01",94
"3421607337547","2021-07-02 15:41:22",70
"1025743263030","2021-07-05 00:37:42",34
"6827788160931","2021-07-03 19:01:53",0
"5546659051512","2021-06-30 11:16:06",63
"3682223943127","2021-07-09 16:13:15",0
"7201859626301","2021-07-15 17:52:16",0
"4896910858994","2021-07-19 16:32:36",61
"5946474367131","2021-07-09 19:08:43",2
"2299911914850","2021-06-30 00:29:44",99
"5533803396858","2021-07-24 16:09:46",0
"4249321495874","2021-07-28 06:19:28",48
"6013673037185","2021-07-25 13:29:45",61
"4268414593327","2021-07-17 12:49:28",98
"2447174654215","2021-07-04 19:42:12",55
"3132912127753","2021-07-25 10:03:27",17
"6324241541523","2021-07-20 00:02:36",15
"6328708317270","2021-07-16 14:12:10",45
"7281793230239","2021-07-15 09:33:42",55
"0833181958835","2021-07-10 07:16:47",0
"6224999827958","2021-07-10 00:07:47",11
"2145868339010","2021-06-29 05:30:00",29
"8105485101746","2021-07-24 18:31:48",72
"2805129276637","2021-06-29 11:08:58",92
"4196931572795","2021-07-01 12:03:56",9
"8428241724820","2021-07-04 21:25:33",0
"9337563620507","2021-07-20 00:44:45",23
"8457652132832","2021-06-30 20:43:41",40
"9822587139710","2021-07-27 23:39:24",83
"2661287585758","2021-07-12 22:28:36",0
"0891649837351","2021-07-05 00:55:18",77
"8860868034768","2021-07-21 23:31:08",84
"9998808177035","2021-07-02 11:16:27",0
"6442493631233","2021-07-02 10:46:41",32
"5444713247546","2021-07-08 17:38:12",0
"2566383615173","2021-07-22 18:25:32",90
"7760049082407","2021-07-09 10:26:40",56
"7726257016580","2021-07-16 13:18:00",99
"1599965047735","2021-07-12 22:47:32",83
"0549329668510","2021-07-24 07:36:33",34
"0257252045659","2021-07-25 00:35:25",64
"2519966365804","2021-07-01 08:42:11",44
"7066149828243","2021-07-22 08:15:51",35
"6424008254786","2021-07-08 14:57:00",0
"0848729758594","2021-07-05 09:33:40",0
"2548121478530","2021-07-24 00:47:40",29
"5444713247546","2021-07-25 14:02:35",26
"1712368516046","2021-07-16 19:39:25",92
"5777387214898","2021-06-30 11:34:48",0
"7546926329670","2021-07-10 03:42:31",89
"4549904530177","2021-07-20 18:27:48",14
"3018718637590","2021-07-22 23:03:38",4
"1552166746760","2021-07-12 05:38:48",75
"8501556990231","2021-07-13 07:47:51",10
"6660993538757","2021-07-12 06:57:27",78
"0983930103105","2021-07-22 18:55:28",2
"1909862405802","2021-07-17 09:57:23",56
"7520471167192","2021-07-09 15:17:34",26
"2252677119648","2021-07-07 16:39:51",84
"1509377100409","2021-07-24 14:11:22",6
"0759579472847","2021-06-30 06:15:56",0
"1554234016362","2021-07-25 00:44:30",0
"1754558845062","2021-07-15 15:00:46",3
"7739260302991","2021-07-15 01:30:50",0
"8669432029397","2021-07-11 11:39:51",0
"0207016016623","2021-07-27 10:18:29",27
"5547813767423","2021-07-15 07:01:13",92
"2447174654215","2021-07-19 19:31:35",54
"1390604805897","2021-07-04 01:01:49",70
"3404384279781","2021-07-12 16:39:29",68
"2043397189567","2021-07-19 07:35:41",73
"7501111783095","2021-07-23 22:22:07",33
"1823076810408","2021-07-17 06:01:39",59
"8366752545995","2021-07-05 03:26:03",1
"7272239724047","2021-07-12 01:28:55",10
"3836702410383","2021-07-25 02:12:16",37
"8914117393486","2021-07-26 11:09:03",50
"8768118071566","2021-07-28 14:57:21",35
"8191485807832","2021-07-11 18:54:17",84
"3689980940246","2021-07-28 06:09:42",1
"1632945116868","2021-07-13 15:21:00",72
"5439878015734","2021-07-11 13:58:35",22
"7711991808126","2021-07-21 04:54:15",2
"3222591365178","2021-06-29 04:07:35",59
"2257905072368","2021-07-16 03:44:05",61
"9606339912970","2021-07-09 07:35:46",52
"3518638782948","2021-07-26 21:02:23",10
"0856288431889","2021-07-28 08:52:32",70
"7518689268602","2021-07-01 20:24:26",0
"4470229604437","2021-07-20 02:56:26",23
"0878844344815","2021-07-12 03:31:22",33
"5577027278576","2021-07-04 22:00:58",29
"2661797968867","2021-07-05 20:56:39",79
"3768151185676","2021-07-10 00:52:28",14
"4476263934363","2021-07-07 16:27:52",0
"8527722170436","2021-07-23 08:09:43",0
"0848408621188","2021-07-20 02:47:18",0
"4101372151072","2021-07-26 21:24:46",40
"7255877749696","2021-07-25 14:33:29",91
"6333738987751","2021-07-01 16:38:36",91
"1679541072723","2021-07-11 05:44:11",2
